uid,title,developer,ratings,avgrating,oldest_rating,category.1,category.2,invocation,privacy_policy,tos,dynamic,guidance,flashbriefing,smarthome,price,permission.Device_Address,permission.Alexa_Notifications,permission.Amazon_Pay,permission.Device_Country_and_Postal_Code,permission.Reminders,permission.Lists_Read_Access,permission.Lists_Write_Access,permission.Location_Services,permission.Email_Address,permission.First_Name,permission.Full_Name,permission.Mobile_Number,example.1,example.2,example.3,details
B073VQT9P4,eFamilyCloud,王胜抛,34,"3,5 sur 5",2018,Maison connectée,,,https://s3-eu-west-1.amazonaws.com/efamilyeurope/avs/privacy.html,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume le salon »","« Alexa, éteins le salon »","« Alexa, règle la luminosité du salon à 50 % »","eFamilyCloud propose l’expérience domotique de contrôle à la voix la plus complète avec Alexa. Contrôlez l’éclairage et les appareils de votre maison les mains libres. Dites ce que vous voulez, et eFamilyCloud obéira. Voici un guide pas à pas:(1). 	Téléchargez votre application « eFamilyCloud » sur Google Play ou iOS App Store;(2). 	Lancez l’application et enregistrez un nouveau compte (ou bien enregistrez-vous directement si vous avez déjà un compte);(3). 	Allumez les appareils eFamilyCloud et connectez-les avec l’application « eFamilyCloud »;(4). 	IMPORTANT: Vous pouvez renommer les appareils avec l’application eFamilyCloud. Si vous renommez une ampoule intelligente « Salon », Alexa retiendra ce nom après avoir découvert les appareils dans l’étape 9;(5). 	Téléchargez l’application Amazon « Alexa » depuis Amazon Market, Google Play ou iOS App Store, et connectez Echo à l’application « Alexa » ;(6). 	Cherchez dans la partie Skills de l’application, la Skill « eFamilyCloud »;(7). 	Cliquez sur le bouton « Activer » de la page détail de « eFamilyCloud », puis entrez votre identifiant, votre mot de passe et votre région sur la page de connexion;(8).    Dites à Echo « Alexa, découvre mes appareils. ». Attendez qu’Echo dise « Recherche terminée »;(9). 	Toute la configuration est maintenant terminée. Essayez de parler à Echo pour contrôler vos appareils.Voici les commandes vocales de eFamilyCloud :Lumières:* Alexa, allume le salon* Alexa, éteins le salon* Alexa, diminue la luminosité du salon* Alexa, augmente la luminosité du salon* Alexa, règle la luminosité du salon à 20 %Prises:* Alexa, allume ma prise * Alexa, éteins ma prisePour plus d'informations sur la connexion des périphériques Smart Home, consultez le site : http://amzn.to/2BRGL6j"
B083TMKWWH,Frank Olsen Smart,Frank Olsen Furniture,0,,-1,Maison connectée,,,https://images.tuyacn.com/smart/Frank_Privacy_Policy_FR.html,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume lumière »",,,"Vous pouvez simplement demander à Alexa de l'allumer, éteignez l'appareil.Nul besoin d’aller au commutateur pour ajuster votre lumière - il suffit de parler à Alexa sur votre Amazon Echo.Après avoir connecté Alexa à vos produits Frank Olsen Smart en quelques étapes simples:(1). Téléchargez notre application ""Frank Olsen"" sur le marché des applications Android ou iOS;(2). Enregistrez un compte DoniHome dans notre application ""Frank Olsen"";(3). Vous devez avoir des appareils Frank Olsen à la main;(4). Configurez ces appareils dans notre application ""Frank Olsen"" et modifiez le nom approprié de vos appareils qui seront utilisés dans les skills ""Frank Olsen Smart"";(5). Téléchargez l'application ""Alexa"" d'Amazon à partir du marché d'applications Android, iOS ou Amazon;(6). Configurez Echo avec l'application ""Alexa"".(7). Recherchez la skill ""Frank Olsen Smart"" dans la catégorie ""Alexa"";(8). Cliquez sur Activer cette skill de ""Frank Olsen Smart"" pour accéder à c​​ette  page de connexion de Frank Olsen.(9). Entrez votre nom d'utilisateur et votre mot de passe Frank Olsen, vous serez redirigé vers c​​ette  page de réussite;(10). Maintenant, toute c​​ette  configuration est terminée.Vous pouvez profiter du contrôle de c​​ette  voix sur vos appareils domestiques tels que:""Alexa, allume lumière”""Alexa, éteins c​​ette lumière”"
B07KWDZDGC,Les plus rentables Apps pour iPad US  Non Officiel,VoiceSkillsInc,0,,-1,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »",,"Restez au courant des ventes et des téléchargements les plus populaires d'Apple avec Le top 10 rentables Apps pour iOS iPad en États Unis, d'Apple.Mis à jour automatiquement tous les jours - de sorte que vous aurez toujours les informations actuelles. Tout ce que vous avez à faire est d’ajouter cette skill à votre Flash Briefing.Si vous trouvez cette skill utile, donnez-nous une évaluation 5 étoiles."
B07NDJJWTY,Go Smart,深圳市酷客智能科技有限公司,0,,2019,Maison connectée,,,https://sites.google.com/view/gosmartfr/,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume le salon »","« Alexa, éteins le salon »","« Alexa, diminue la luminosité du salon »","Si vous avez le moindre problème, merci de nous contacter à l’adresse email: shenzhencuco@gmail.comGo Smart propose l’expérience domotique de contrôle à la voix la plus complète avec Alexa. Contrôlez l’éclairage et les appareils de votre maison les mains libres. Dites ce que vous voulez, et Go Smart obéira. Voici un guide pas à pas:(1).  Téléchargez votre application « Go Smart » sur Google Play ou iOS App Store;(2).  Lancez l’application et enregistrez un nouveau compte (ou bien enregistrez-vous directement si vous avez déjà un compte);(3).  Allumez les appareils Go Smart et connectez-les avec l’application « Go Smart »;(4).  IMPORTANT: Vous pouvez renommer les appareils avec l’application Go Smart. Si vous renommez une ampoule intelligente « Salon », Alexa retiendra ce nom après avoir découvert les appareils dans l’étape 9;(5).  Téléchargez l’application Amazon « Alexa » depuis Amazon Market, Google Play ou iOS App Store, et connectez Echo à l’application « Alexa » ;(6).  Recherchez dans l'onglet « Skills » de l’application « Alexa », la skill « Go Smart »;(7).  Cliquez sur le bouton « Activer » de la page détail de « Go Smart », puis entrez votre identifiant, votre mot de passe et votre région sur la page de connexion;(8).  Dites: « Alexa, découvre mes appareils ». Attendez qu’Alexa dise « Recherche terminée »;(9).  Toute la configuration est maintenant terminée. Essayez de parler à Alexa pour contrôler vos appareils.Voici les commandes vocales de Go Smart :Prises:* Alexa, allume la prise * Alexa, éteins la prise"
B07LG8SWRQ,Mon DLQI,David R,0,,-1,Santé et bien-être,,":
        mon d. l. q. i.",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, démarre mon d. l. q. i. »","« Alexa, lance mon d. l. q. i. »","« Alexa, lance mon Biorythme. »","Mon DLQI est une Skill qui vous permettra de calculer l'indice dermatologique de la qualité de vie, ou DLQIIl s'agit d'un questionnaire simple et pratique dont le but est d'évaluer l'impact de votre maladie dermatologique et de son traitement sur votre qualité de vie.Ce questionnaire DLQI est adapté à toutes les maladies dermatologiques, comme par exemple le psoriasis, l'eczéma ou encore l'urticaire chronique spontané.Ce questionnaire est composé de 10 questions portant sur l'impact de la maladie sur différents aspects de votre vie au cours des 7 derniers jours.Votre indice DLQI (compris entre 0 et 30 points) indiquera à votre médecin et à vous-même, dans quelle mesure votre maladie altère votre quotidien et votre qualité de vie.Plus votre indice DLQI est élevé, plus l'impact de votre maladie sur votre qualité de vie est élevé.Il convient de recalculer l'indice DLQI régulièrement, par exemple chaque semaine. Mon DLQI vous permet aussi de comparer votre résultat à votre dernier DLQI pour voir l'évolution de l'indice.Cet outil ne fournit pas de conseil médical et sert uniquement à des fins d'information et d'éducation. Il ne remplace pas les conseils, traitements ou diagnostics médicaux donnés par des professionnels. Appelez votre médecin pour recevoir un avis médical. Si vous pensez que vous pouvez avoir une urgence médicale, veuillez composer votre numéro de téléphone d'urgence local.Commandes de la Skill:- ""Démarrer"" ou ""commencer"" - pour démarrer un nouveau DLQI- ""Répéter"" ou ""répète"" - pour qu'Alexa répète la dernière question posée- ""Stop"" – pour quitter la SkillN'hésitez pas à nous laisser vos commentaires, ils seront pris en compte pour l’amélioration de la Skill. Merci."
B07SL6F2YT,Musique d'Etude | Améliorer votre concentration,ixartz,1,5 sur 5,2019,Productivité,Planificateurs et assistants,":
        musique d'étude",https://sound.aimelyne.com/privacy/relaxing-sound/fr.html,,True,True,False,False,Free,False,False,False,False,False,False,False,False,True,False,False,False,"« Alexa, joue Musique d'Etude »","« Alexa, ouvre Musique d'Etude »","« Alexa, lance Musique d'Etude »","Musique d'Etude vous offre un son relaxant. C'est le son parfait quand vous étudiez, travaillez, lisez ou écrivez.Comment utiliser la skill ""Musique d'Etude | Améliorer votre concentration"" ?Vous pouvez dire:- ""Alexa, ouvre Musique d'Etude""- ""Alexa, lance Musique d'Etude""- ""Alexa, joue Musique d'Etude""Elle va jouer le son indéfiniment jusqu'à ce que vous disiez ""Alexa, stop"".Comment arrêter la musique après un certain temps ?D'abord, vous devez lancer la musique avec l'une des méthodes ci-dessus. Ensuite, vous pouvez limiter le temps que la musique va jouer en disant ""Alexa, arrête la musique dans 1 heure"" (vous pouvez changer la durée). Une fois qu’une heure s’est écoulée, la musique va s'arrêter.Comment nous aider ?Vos commentaires sont extrêmement importants et nous montre votre soutien. Si vous aimez la skill, n'hésitez pas à nous laisser un commentaire. Vos commentaires nous encouragent à continuer à développer plus de skills.Voulez-vous écouter plus de sons ?Vous pouvez dire ""Alexa, ouvre Musique d'Etude et envoie moi d'autres sons relaxants"" et la skill va vous envoyer un email contenant d'autres sons relaxants que vous pouvez essayer. Il contient non seulement le nom du skill mais aussi contient un lien direct vers la skill et vous pourrez activer facilement la skill.Ou, vous pouvez lancer une recherche sur le store d'Alexa les skills suivantes :- Zen Spa- Chant d'Oiseaux- Oiseaux Qui Chantent- Musique d'Etude- Zen Méditation- Piano Relaxant- Feux De Camp- Musique Anti-Stress- Oiseaux Tropicaux- Vagues à la plage- Cui-cui Du Matin- Musique de concentration- Gouttes d'Eau Dans La Grotte- Jardin public- Carnaval Tribale"
B078RGYWQQ,Sinric,HOME,4,5 sur 5,2018,Maison connectée,,,https://sinric.com/policy-fr.html,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume la télé »",,,"Avec Sinric, vous pouvez connecter votre WeMos mini D1, ESP8266, ESP32 ou vos cartes de développement Arduino avec Alexa sans avoir à émuler un interrupteur Belkin.Comment l’utiliser ?Allez sur Sinric.comCréez un compte et connectez-vousAjouter un équipement. exemple: téléUtilisez la clé API affichée sur l’écran d’accueil pour connecter votre carte de développement.Voici un exemple indiquant comment se connecter :https://github.com/kakopappa/sinric/blob/master/arduino_examples/switch_example.inoRemplacez dans le code ""Place your API key here"", ""your wifi ssid"", ""your wifi password"" avec vos informations.Installez/Activez le skill Sinric smart homeDemandez à Alexa de découvrir les appareils.Dites, Alexa allume la télé."
B077K2TT1N,Nuki Smart Home,Nuki Home Solutions Gmbh,16,"2,6 sur 5",2019,Maison connectée,,,https://nuki.io/fr/service/protection-des-informations/,https://nuki.io/fr/service/conditions-generales-de-vente/,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, verrouille la porte. »","« Alexa, est-ce que la porte est verrouillée ? »",,"Cette skill vous permet de contrôler votre Nuki Smart Lock avec Alexa.Les fonctionnalités suivantes sont compatibles avec la skill « Nuki Smart Home » :- Verrouiller la porte- Demander si la porte est verrouilléeLe nom de la Nuki Smart Lock (par exemple « porte d'entrée ») est configuré dans l'application Amazon Alexa. Il doit être inclus dans toutes les commandes pour qu'Alexa sache quel appareil Smart Home doit être verrouillé.Pour utiliser la skill « Nuki Smart Home », il vous faut une Nuki Smart Lock, le Nuki Bridge et un compte Nuki Web gratuit.INSTALLATION1. Activez Nuki Web dans votre app de Nuki (Réglages Smart Lock > Gérer la Smart Lock > Activer Nuki Web).2. Dans l'application Amazon Alexa, sélectionnez « Skills » dans le menu et recherchez « Nuki Smart Home ».3. Activez la skill Nuki Smart Home et autorisez l'accès à vos Smart Locks via Nuki Web.4. Dans la skill « Nuki Smart Home », rendez-vous dans « Réglages » > « Gérer les appareils Smart Home » et sélectionnez la Nuki Smart Lock désirée.5. En haut à droite, choisissez « Modifier » et « Modifier le nom ». Ce nom doit être inclus dans toutes les commandes pour qu'Alexa sache quel appareil Smart Home doit être verrouillé.DÉPANNAGE* Vous ne pouvez pas vous connecter à votre compte Nuki Web ?Assurez-vous d'avoir activé Nuki Web. Ouvrez l'application Nuki sur votre smartphone et appuyez sur la Smart Lock désirée. Sélectionnez ensuite Réglages > Gérer la Smart Lock > Activer Nuki Web et suivez les instructions dans l'application Nuki.* Alexa ne reconnaît pas le nom de votre Nuki Smart Lock ?Ouvrez l'application Amazon Alexa et choisissez « Skills » dans le menu. Rendez-vous sur la skill « Nuki Smart Home » puis sur « Réglages » > « Gérer les appareils Smart Home ». Sélectionnez la Smart Lock que vous souhaitez utiliser, puis appuyez sur « Modifier » et « Modifier le nom » en haut à droite. Ce nom doit être inclus dans toutes les commandes pour qu'Alexa sache quel appareil Smart Home doit être verrouillé."
B07ZT5VDT8,Sinric Pro,HOME,0,,2020,Maison connectée,,,https://sinric.pro/policy-fr.html,,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume la television »","« Alexa, éteins la television »",,"Avec Sinric Pro, vous pouvez connecter votre carte de développement IOT àAlexa avec une skill fiable: finie l’émulation glitchy. Sinric Proprend en charge tous les types de périphériques Amazon IOT et propose desbibliothèques Python, C ++ et NodeJS avec des exemples pour vous permettrede démarrer en quelques minutes. Pour les utilisateurs avancés, vous pouvezcréer vos propres périphériques, tableau de configuration et routinespersonnalisées et surveiller tous vos périphériques via l'API REST.Déverrouillez GRATUITEMENT dès aujourd'hui l'intégration Alexa hautementdisponible, hautement sécurisée et bien documentée pour vos projets!Commencer:1. Visiter https://sinric.pro2. Créer un compte gratuit et vous connecter3. Depuis l'application Alexa ou le tableau de bord, installer et activerla skill ""Sinric Pro"" Smart Home4. Créer un nouveau périphérique, par exemple: TV. Notez le jetond'autorisation, la clé de signature et l'ID de votre nouveau périphérique.5. L'application Amazon Alexa affichera une notification push indiquantqu'elle a découvert votre nouvel appareil.7. Télécharger cet exemple de croquis ou utiliser nos bibliothèques Pythonou C ++ existantes sur votre tableau de projet:https://github.com/sinricpro/esp8266-esp32-sdk/tree/master/examplesRemplacer le jeton, la clé de signature et les informationsd'identification WiFI par les vôtres.8. C’est tout!"
B08359B999,Bip Sonore,Nickopanther,0,,-1,Jeux et culture générale,Jeux,":
        bip sonore",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, bip sonore »","« Alexa, frappe à la porte »",« Alexa ouvre chiens hurlants »,Demandez à Alexa de faire retentir le klaxon pour vous.
B07S5CJKG7,LCI Podcasts,TF1,3,5 sur 5,2019,"Musique, radio et audio",Podcasts,":
        l. c. i. podcast",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre LCI Podcasts »","« Alexa, demande à LCI Podcasts de lire le dernier épisode de Impact Positif »","« Alexa, demande à LCI Podcasts de lire un épisode de Happy Work »","Découvrez tous les podcasts LCI avec notre nouvelle skill !Retrouvez rapidement les derniers épisodes sur l'ensemble des appareils Alexa.Podcasts disponibles : -------------- Happy Work : Le podcast pour vivre mieux son quotidien au travail - Impact Positif : Face aux nombreux risques à venir, des solutions existent, dès aujourd'hui- Futur & Co : Toutes les semaines, Fabrice Collaro vous propose son podcast- Les gens qui lisent sont plus heureux : Et si, à l'heure où les réseaux sociaux vampirisent les esprits, ouvrir un livre était un acte de résistanceVous pourrez écouter un épisode spécifique en indiquant son numéro ou directement le dernier épisode mis en ligne. Il suffira par exemple de dire “Alexa, demande à LCI Podcasts de lire le dernier épisode de Happy Work”. Des fonctionnalités standards comme la mise en pause, la reprise de lecture ou la navigation vers les épisodes précédents et suivants, sont disponibles. Pour trouver le numéro d’un épisode, n’hésitez pas à demander l’envoi de la liste des épisodes en annonçant par exemple “Alexa, demande à LCI Podcasts de me donner la liste des épisodes de Happy Work”.  Sur un appareil avec écran, la liste sera affichée directement.Bonne écoute !"
B07LG9W8RG,j'apprends les chiffres,Syx,4,"3,3 sur 5",-1,Enfants,Contenus éducatifs,":
        j'apprends les chiffres",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, lance j’apprends les chiffres »","« Alexa, démarre j’apprends les chiffres »","« Alexa, lance j’apprends l’alphabet »","Nouveauté :  * Sur Amazon Echo Spot chaque lettre a son illustrationJ'apprends les chiffres est un jeux ludique pour apprendre à compter aux plus petits.Les séquences de jeux sont très courtes (pour le moment de 0 à 10).De plus, une illustration s'affiche sur les Echo Spot ainsi que sur l'application afin de favoriser l'association entre l'écriture et la prononciation.Fonctionnement- Une fois la Skill activée, pensez à activer les skills pour enfants dans votre application Alexa. (Paramètres > Skills pour enfants > Activer)- Dites simplement « Alexa, lance j'apprends les chiffres ».- Ne répondre que le chiffre et attendre la validation d'Alexa - Vous n'avez pas entendu la question ? N'hésitez pas à faire répéter Alexa en disant : « Répète la question ».- Vous souhaitez arrêter le jeu ? Dites : « Arrêter » à tout moment.Le jeu est fait pour mon fils et je le partage pour les autres enfants. Si vous avez un bug ou une suggestion : alexa@eternalmind.fr"
B081TKM7BC,sois mon cochon,SiriMeiyi,1,1 sur 5,-1,Lifestyle,Animaux,":
        sois mon cochon",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,« Alexa lance sois mon cochon »,"« Alexa, lance cocorico du jour »","« Alexa, lance aboiements du jour »",Alexa va couiner comme un cochon
B07KW2Z1JR,Nouveautés récentes sur iTunes UK Non Officiel,VoiceSkillsInc,0,,-1,Actualités,,,,,True,True,True,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, quel est mon flash quotidien ? »","« Alexa, quelles sont les infos ? »",,"Restez au courant des ventes et des téléchargements les plus populaires d'Apple avec Le Top 10 des dernières sorties en Royaume-Uni, de iTunes Music.Mis à jour automatiquement tous les jours - de sorte que vous aurez toujours les informations actuelles. Tout ce que vous avez à faire est d’ajouter cette skill à votre Flash Briefing.Si vous trouvez cette skill utile, donnez-nous une évaluation 5 étoiles."
B07QWTWMZ3,Le Château des mathématiques,David R,47,"3,9 sur 5",2019,Jeux et culture générale,Quiz et culture générale,":
        le château des mathématiques",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre le château des mathématiques »","« Alexa, lance les tables de multiplication »","« Alexa, lance KiD QUIZ »","Le château des mathématiques est un jeu éducatif, ludique et interactif de mathématiques. Votre enfant devra prendre ses propres décisions et relever des défis mathématiques durant une aventure remplie de challenge, de mystère et de magie. Le but de ce jeu ludique est de libérer la princesse Mathine, enfermée dans le donjon du château du vilain sorcier Mathouze.Dans ce jeu interactif, l'enfant doit parcourir les 10 pièces du château à la recherche de deux clefs qui lui permettront d'ouvrir la porte du donjon et d'accéder au challenge final pour délivrer la princesse!L'enfant rencontrera les différents habitants du château, certains d'entre eux lui permettront de découvrir des formules magiques qui l'aideront à progresser plus facilement dans l'aventure.Tout au long de cette aventure éducative, l'enfant devra relever des défis mathématiques pour pouvoir progresser, par exemple découvrir un nombre mystère, compléter une suite logique, réaliser des calculs mentaux ou encore résoudre des problèmes de mathématiques.L'enfant dispose de 25 points de vie en début de partie et perd des points à chaque mauvaise réponse. Il devra éviter de perdre tous ses points de vie pour ne pas finir dans la prison du château!La progression de la partie est sauvegardée automatiquement, ce qui permet à l'enfant d'arrêter la partie en cours pour la reprendre plus tard.À chaque nouvelle partie l'aventure est toujours différente, les clefs cachées dans des pièces différentes et les habitants du château changent aussi de pièce, ainsi que les défis qui sont proposés!Différents niveaux de difficulté sont proposés, le contenu étant adapté au niveau des différentes classes:Niveau facile: CP/CE1: Additions, Soustractions, Multiplication, les nombres entre 1 et 100Niveau normal: CE1/CE2: Additions, Soustractions, Multiplication, les nombres entre 1 et 1000Niveau difficile: CM1/CM2: Additions, Soustractions, Multiplication, grands nombres, mesures de longueurs et duréesDéfis proposés:-Résolution de problèmes mathématiques-Les cadenas: avec deux chiffres l'enfant devra trouver le troisième nombre-La suite: compléter une suite logique-Défis sur les tables de multiplication-Le quiz du calcul mental, avec plusieurs calculs simples successifs-Le quiz des maths: le challenge final pour délivrer la princesse, un mix des différents défis proposésCommandes du jeux:- ""Aide"" ou ""aide-moi"" - pour obtenir de l'aide pendant les défis- ""Répéter"" où ""répète"" - pour qu'Alexa répète la dernière question posée- ""Rejouer"" ou ""recommencer"" - pour interrompre la partie en cours et en relancer une nouvelle- ""Stop"" – pour interrompre la partie et quitter le jeu- ""Points de vie"" - pour connaître à tout moment ses points de vie"
B075F7FMRM,Akinator,Elokence,"6,938","4,2 sur 5",2018,Jeux et culture générale,Jeux,":
        akinator",https://cgu.akinator.com/mobile/privacy,https://en.akinator.mobi/mobilecontent/4/terms-of-service,True,True,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, joue Akinator. »","« Alexa, lance Akinator. »","« Alexa, démarre Akinator. »","Akinator peut lire dans ton esprit et te dire à qui tu penses en répondant à quelques questions. Pense à un personnage réel ou fictif et Akinator tentera de le deviner. Vu sur www.akinator.comOseras-tu défier le Génie ?Cette Skill offre un contenu premium sous la forme d'un achat unique qui permet d'ajouter plusieurs thèmes : les animaux, les films, les objets."
B075BM3FS5,Hymnes nationaux,Corux,6,"3,4 sur 5",2018,"Musique, radio et audio",Accessoires,":
        hymnes nationaux",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre hymnes nationaux. »",« Jouer l'hymne national français. »,"« Alexa, ouvre Music Tuning »","Avec la skill, Alexa peut jouer les hymnes nationaux des pays du monde entier. Il suffit de demander un pays et Alexa jouera l'hymne national. La skill connaît les hymnes de 199 pays.La skill utilise les hymnes nationaux fournis par Wikipedia: https://fr.wikipedia.org/wiki/Liste_des_hymnes_nationaux"
B07HWX36RX,Barrage de la Rance,Sylvinfo,0,,-1,Tourisme et voyages,Transports en commun,":
        barrage de la rance",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Barrage de la Rance »","« Alexa, ouvre Barrage de la Rance pour 8 heures »","« Alexa, ouvre Barrage de la Rance pour demain 17 heures »","Contrairement à la croyance, le Barrage de la Rance ne ferme pas forcément à toutes les heures pleines. Les fermetures des ponts routiers dépendent premièrement des demandes des plaisanciers et deuxièmement des possibilités d'éclusage qui dépendent elles-mêmes des marées. La Skill Barrage de la Rance vous permet de connaître les heures de levée des ponts routiers du barrage de la Rance (Ille et Vilaine - France) pour le jour même et le lendemain.Il est porté à l'attention des utilisateurs de cette skill que celle-ci est destinée exclusivement aux USAGERS ROUTIERS des installations du barrage. Elle n'est pas destinée aux USAGERS MARITIMES des écluses de cet ouvrage.Cette skill n'est pas temps réel, elle donne seulement une estimation des horaires.Sylvinfo, créateur de ce programme, ne peut être tenu responsable de quelque dommage que ce soit si EDF, le propriétaire gestionnaire de l'ouvrage, décidait de modifier quoique ce soit dans le fonctionnement de ses installations et en particulier de ses heures d'éclusage."
B07MSD6B7W,Golf Infos,Emeric,11,"3,7 sur 5",2019,Sport,Actualités,":
        golf infos",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, lance Golf Infos »","« Alexa, demande à Golf Infos les derniers résultats »","« Alexa, demande à Golf Infos les derniers résultats du PGA Tour »","La skill ""Golf Infos"" vous permet très facilement de récupérer l'ensemble des dernières infos, résultats de la planète golf : PGA Tour, European tour et bien d'autres !"
B078WXRZ6D,Visuels Ambiants: Tour en métro,Rapid Wildfire,0,,2018,"Musique, radio et audio",Accessoires,":
        tour en métro",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre tour en métro »","« Alexa, lance tour en métro »","« Alexa, ouvre Simulateur de vol »","Tour en métro avec un son de train et de chemin de fer réaliste. La grande collection d'écrans de veille avec vidéo HD sur Echo Spot. Impressionnez vos invités avec des écrans de veille fascinants sur Echo Spot.Obtenez des aperçus impressionnants de tous les Visuels Ambiants sur www.ambivisuals.com et suivez @RapidWildfire sur Twitter ou Facebook.Idéal pour vous aider à vous endormir ou détendre l'atmosphère à la maison.Actuellement, cette Skill joue l'audio et/ou la vidéo en boucle pendant 2 heures.Vous pouvez continuer d'utiliser votre appareil Echo pendant la lecture audio et vidéo car Alexa revient à la lecture après avoir réglé un minuteur ou avoir demandé quel temps définir. Exactement ce que vous attendez d'un bon écran de veille.Pour découvrir plus de Skills de ce genre entrez sur www.ambivisuals.com.N'hésitez pas à nous envoyer vos commentaires et suggestions afin que nous puissions continuer d'améliorer votre expérience.-----------------------------------Stock Media par nmid / Pond5"
B07B8ZB8MV,DoHome,Doit.am,1,2 sur 5,2018,Maison connectée,,,https://dohome.doit.am/echo/privacy/privacy.php,https://dohome.doit.am/echo/use/use_protocol_en.html,True,True,False,True,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, allume la chambre. »","« Alexa, éteins la chambre. »","« Alexa, mets le salon à 22 degrés. »","Si vous avez des problèmes avec cette skill, contactez - nous par courrier électronique: support@doit.amAmazon Alexa et DoHome sont des produits ménagers intelligents qui vous aident à contrôler facilement les appareils ménagers.Vous pouvez simplement laisser Alexa allumer, éteindre ou ajuster la lumière.Pas besoin d'interrupteur pour ajuster les lumières de votre famille - vous n'avez qu'à parler à Alexa dans votre Amazon Echo.Après avoir associé Alexa à vos dispositifs DoHome - Smart en suivant plusieurs étapes simples:1).Téléchargement de nos applications DoHome sur le marché des applications Android ou iOS;2).Enregistrer un compte DoHome dans notre application DoHome App;3).Vous avez besoin d'avoir des dispositis DoHome.4).Configurer ces équipements dans notre application DoHome SMART et changer le nom des dispositifs qui seront utilisés pour les skills de “DoHome”;;5).Téléchargement des applications amazoniennes ""Alexa"" depuis le marché des applications Android, IOS ou amazoniennes;6).Configurer Echo avec l 'app ""Alexa"";7).Recherche des skills “DoHome” dans la catégorie des skills d'application ""Alexa"";8).Cliquez sur ""Activer"" pour activer la skill et vous serez dirigé vers la page de connexion DoHome.9).Saisissez le nom d 'utilisateur et le mot de passe de votre compte DoHome, vous serez redirigé sur la page de succès;10).Tout est maintenant terminé.Vous pouvez utiliser les contrôles vocaux suivants dans les appareils ménagers:Allumer / éteindreAlexa, allume la lumière de la chambre.Alexa, éteins la lumière de la chambre.Pourcentage n.Alexa, augmente la cuisine de 10 %.Alexa, éclaire le couloir.Alexa, allume la chambre familiale.Alexa, diminue la cuisine de quarante.Alexa, règle la lumière de la cuisine sur 20 %.Définir la couleurAlexa, mets la lumière de la Chambre en rouge.Alexa, change la cuisine en bleu.À l'heure actuelle, les produits d'appui aux skill sont les suivants:Ampoule intelligentePrise intelligente"
B07MG5XDTB,Conseils Aux Voyageurs,seigneurcanard,7,"3,7 sur 5",2019,Actualités,,":
        conseils aux voyageurs",,,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, demande à Conseils Aux Voyageurs quel est le status de la France. »",« Puis-je voyager vers le Chili? »,« Quelle est la situation en Allemagne? »,"Cette skill se connecte sur les sites diplomatiques de plusieurs pays pour vérifier le status des pays, et le résume en une phrase."
B081RCSBH9,Sons de Guérison,Healing.fm,3,"2,7 sur 5",2019,Lifestyle,Développement personnel,":
        sons de guérison",https://healing.fm/privacy/french,https://healing.fm/privacy/french,True,False,False,False,Free,False,False,False,False,False,False,False,False,False,False,False,False,"« Alexa, ouvre Sons de Guérison »","« Alexa, ouvre Musique de Méditation »","« Alexa, ouvre Musique pour se Réveiller »","Écoutez de la Sons de Guérison relaxante pendant 60 minutes. Parfaite pour vous aider à dormir, à méditer et à vous détendre.HEALING.FMS'il vous plaît laissez un commentaire pour cette Skill. Merci beaucoup."
